Red,A,1,50,0.5,40,0.25,0.25,null,null,null,null
Red,A,2,50,1,40,0.50,0.75,null,null,null,null
Red,A,3,50,1.5,40,0.75,1.50,null,null,null,null
Red,B,4,50,2,40,1.00,2.50,null,null,null,null
Red,B,5,50,1.5,40,0.75,3.25,null,null,null,null
Red,B,6,50,1,40,0.50,3.75,null,null,null,null
Red,C,7,75,0.5,40,0.38,4.13,SHADYSIDE,null,null,null
Red,C,8,75,0,40,0.00,4.13,null,null,null,null
Red,C,9,75,0,40,0.00,4.13,null,SWITCHTOFROMYARD,null,null
Red,D,10,75,0,40,0.00,4.13,null,null,null,null
Red,D,11,75,-0.5,40,-0.38,3.75,null,null,null,null
Red,D,12,75,-0.5,40,-0.38,3.38,null,null,null,null
Red,E,13,68.4,-1,40,-0.68,2.69,null,null,null,null
Red,E,14,60,-1,40,-0.60,2.09,null,null,null,null
Red,E,15,60,-1,40,-0.60,1.49,null,SWITCH,null,null
Red,F,16,50,-0.5,40,-0.25,1.24,HERRON AVE,null,null,null
Red,F,17,200,-0.5,55,-1.00,0.24,null,null,null,null
Red,F,18,400,-0.06025,70,-0.24,0.00,null,null,null,null
Red,F,19,400,0,70,0.00,0.00,null,null,null,null
Red,F,20,200,0,70,0.00,0.00,null,null,null,null
Red,G,21,100,0,55,0.00,0.00,SWISSVILLE,null,null,null
Red,G,22,100,0,55,0.00,0.00,null,null,null,null
Red,G,23,100,0,55,0.00,0.00,null,null,null,null
Red,H,24,50,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,25,50,0,70,0.00,0.00,PENN STATION,null,UNDERGROUND,null
Red,H,26,50,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,27,50,0,70,0.00,0.00,null,SWITCH,UNDERGROUND,null
Red,H,28,50,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,29,60,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,30,60,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,31,50,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,32,50,0,70,0.00,0.00,null,SWITCH,UNDERGROUND,null
Red,H,33,50,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,34,50,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,35,50,0,70,0.00,0.00,STEEL PLAZA,null,UNDERGROUND,null
Red,H,36,50,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,37,50,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,38,50,0,70,0.00,0.00,null,SWITCH,UNDERGROUND,null
Red,H,39,50,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,40,60,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,41,60,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,42,50,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,43,50,0,70,0.00,0.00,null,SWITCH,UNDERGROUND,null
Red,H,44,50,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,H,45,50,0,70,0.00,0.00,FIRST AVE,null,UNDERGROUND,null
Red,I,46,75,0,70,0.00,0.00,null,null,UNDERGROUND,null
Red,I,47,75,0,70,0.00,0.00,null,null,null,RAILWAY CROSSING
Red,I,48,75,0,70,0.00,0.00,STATION SQUARE,null,null,null
Red,J,49,50,0,60,0.00,0.00,null,null,null,null
Red,J,50,50,0,60,0.00,0.00,null,null,null,null
Red,J,51,50,0,55,0.00,0.00,null,null,null,null
Red,J,52,43.2,0,55,0.00,0.00,null,SWITCH,null,null
Red,J,53,50,0,55,0.00,0.00,null,null,null,null
Red,J,54,50,0,55,0.00,0.00,null,null,null,null
Red,K,55,75,0.5,55,0.38,0.38,null,null,null,null
Red,K,56,75,0.5,55,0.38,0.75,null,null,null,null
Red,K,57,75,0.5,55,0.38,1.13,null,null,null,null
Red,L,58,75,1,55,0.75,1.88,null,null,null,null
Red,L,59,75,0.5,55,0.38,2.25,null,null,null,null
Red,L,60,75,0,55,0.00,2.25,SOUTH HILLS JUNCTION,null,null,null
Red,M,61,75,-0.5,55,-0.38,1.88,null,null,null,null
Red,M,62,75,-1,55,-0.75,1.13,null,null,null,null
Red,M,63,75,-1,55,-0.75,0.38,null,null,null,null
Red,N,64,75,-0.5,55,-0.38,0.00,null,null,null,null
Red,N,65,75,0,55,0.00,0.00,null,null,UNDERGROUND,null
Red,N,66,75,0,55,0.00,0.00,null,null,UNDERGROUND,null
Red,O,67,50,0,55,0.00,0.00,null,null,UNDERGROUND,null
Red,P,68,50,0,55,0.00,0.00,null,null,UNDERGROUND,null
Red,P,69,50,0,55,0.00,0.00,null,null,UNDERGROUND,null
Red,P,70,50,0,55,0.00,0.00,null,null,UNDERGROUND,null
Red,Q,71,50,0,55,0.00,0.00,null,null,UNDERGROUND,null
Red,R,72,50,0,55,0.00,0.00,null,null,UNDERGROUND,null
Red,S,73,50,0,55,0.00,0.00,null,null,UNDERGROUND,null
Red,S,74,50,0,55,0.00,0.00,null,null,UNDERGROUND,null
Red,S,75,50,0,55,0.00,0.00,null,null,UNDERGROUND,null
Red,T,76,50,0,55,0.00,0.00,null,null,UNDERGROUND,null
Green,A,1,100,0.5,55,0.5,0.5,null,null,null,null
Green,A,2,100,1,55,1,1.5,PIONEER,null,null,null
Green,A,3,100,1.5,55,1.5,3,null,null,null,null
Green,B,4,100,2,55,2,5,null,null,null,null
Green,B,5,100,3,55,3,8,null,null,null,null
Green,B,6,100,4,55,4,12,null,null,null,null
Green,C,7,100,5,55,5,17,null,null,null,null
Green,C,8,100,0,55,0,17,null,null,null,null
Green,C,9,100,-5,55,-5,12,EDGEBROOK,null,null,null
Green,C,10,100,-5,55,-5,7,null,null,null,null
Green,C,11,100,-4,55,-4,3,null,null,null,null
Green,C,12,100,-3,55,-3,0,null,SWITCH,null,null
Green,D,13,150,0,70,0,0,null,null,null,null
Green,D,14,150,0,70,0,0,null,null,null,null
Green,D,15,150,0,70,0,0,null,null,null,null
Green,D,16,150,0,70,0,0,STATION,null,null,null
Green,E,17,150,0,60,0,0,null,null,null,null
Green,E,18,150,0,60,0,0,null,null,null,null
Green,E,19,150,0,60,0,0,null,null,null,RAILWAY CROSSING
Green,E,20,150,0,60,0,0,null,null,null,null
Green,F,21,300,0,70,0,0,null,null,null,null
Green,F,22,300,0,70,0,0,WHITED,null,null,null
Green,F,23,300,0,70,0,0,null,null,null,null
Green,F,24,300,0,70,0,0,null,null,null,null
Green,F,25,200,0,70,0,0,null,null,null,null
Green,F,26,100,0,70,0,0,null,null,null,null
Green,F,27,50,0,70,0,0,null,null,null,null
Green,F,28,50,0,70,0,0,null,null,null,null
Green,G,29,50,0,70,0,0,null,SWITCH,null,null
Green,G,30,50,0,70,0,0,null,null,null,null
Green,G,31,50,0,70,0,0,SOUTH BANK,null,null,null
Green,G,32,50,0,70,0,0,null,null,null,null
Green,H,33,50,0,70,0,0,null,null,null,null
Green,H,34,50,0,70,0,0,null,null,null,null
Green,H,35,50,0,70,0,0,null,null,null,null
Green,I,36,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,37,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,38,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,39,50,0,70,0,0,CENTRAL,null,UNDERGROUND,null
Green,I,40,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,41,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,42,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,43,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,44,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,45,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,46,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,47,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,48,50,0,70,0,0,INGLEWOOD,null,UNDERGROUND,null
Green,I,49,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,50,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,51,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,52,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,53,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,54,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,55,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,56,50,0,70,0,0,null,null,UNDERGROUND,null
Green,I,57,50,0,70,0,0,OVERBROOK,null,UNDERGROUND,null
Green,J,58,50,0,60,0,0,null,SWITCHTOYARD,null,null
Green,J,59,50,0,60,0,0,null,null,null,null
Green,J,60,50,0,60,0,0,null,null,null,null
Green,J,61,50,0,60,0,0,null,null,null,null
Green,J,62,50,0,60,0,0,null,SWITCHFROMYARD,null,null
Green,K,63,100,0,70,0,0,null,null,null,null
Green,K,64,100,0,70,0,0,null,null,null,null
Green,K,65,200,0,70,0,0,GLENBURY,null,null,null
Green,K,66,200,0,70,0,0,null,null,null,null
Green,K,67,100,0,70,0,0,null,null,null,null
Green,K,68,100,0,70,0,0,null,null,null,null
Green,L,69,100,0,60,0,0,null,null,null,null
Green,L,70,100,0,60,0,0,null,null,null,null
Green,L,71,100,0,60,0,0,null,null,null,null
Green,L,72,100,0,60,0,0,null,null,null,null
Green,L,73,100,0,60,0,0,DORMONT,null,null,null
Green,M,74,100,0,60,0,0,null,null,null,null
Green,M,75,100,0,60,0,0,null,null,null,null
Green,M,76,100,0,60,0,0,null,SWITCH,null,null
Green,N,77,300,0,70,0,0,MT LEBANON,null,null,null
Green,N,78,300,0,70,0,0,null,null,null,null
Green,N,79,300,0,70,0,0,null,null,null,null
Green,N,80,300,0,70,0,0,null,null,null,null
Green,N,81,300,0,70,0,0,null,null,null,null
Green,N,82,300,0,70,0,0,null,null,null,null
Green,N,83,300,0,70,0,0,null,null,null,null
Green,N,84,300,0,70,0,0,null,null,null,null
Green,N,85,300,0,70,0,0,null,null,null,null
Green,O,86,100,0,55,0,0,null,SWITCH,null,null
Green,O,87,86.6,0,55,0,0,null,null,null,null
Green,O,88,100,0,55,0,0,POPLAR,null,null,null
Green,P,89,75,-0.5,55,-0.375,-0.375,null,null,null,null
Green,P,90,75,-1,55,-0.75,-1.125,null,null,null,null
Green,P,91,75,-2,55,-1.5,-2.625,null,null,null,null
Green,P,92,75,0,55,0,-2.625,null,null,null,null
Green,P,93,75,2,55,1.5,-1.125,null,null,null,null
Green,P,94,75,1,55,0.75,-0.375,null,null,null,null
Green,P,95,75,0.5,55,0.375,0,null,null,null,null
Green,P,96,75,0,55,0,0,CASTLE SHANNON,null,null,null
Green,P,97,75,0,55,0,0,null,null,null,null
Green,Q,98,75,0,55,0,0,null,null,null,null
Green,Q,99,75,0,55,0,0,null,null,null,null
Green,Q,100,75,0,55,0,0,null,null,null,null
Green,R,101,35,0,55,0,0,null,null,null,null
Green,S,102,100,0,60,0,0,null,null,null,null
Green,S,103,100,0,60,0,0,null,null,null,null
Green,S,104,80,0,60,0,0,null,null,null,null
Green,T,105,100,0,60,0,0,DORMONT,null,null,null
Green,T,106,100,0,60,0,0,null,null,null,null
Green,T,107,90,0,60,0,0,null,null,null,null
Green,T,108,100,0,60,0,0,null,null,null,null
Green,T,109,100,0,60,0,0,null,null,null,null
Green,U,110,100,0,70,0,0,null,null,null,null
Green,U,111,100,0,70,0,0,null,null,null,null
Green,U,112,100,0,70,0,0,null,null,null,null
Green,U,113,100,0,70,0,0,null,null,null,null
Green,U,114,100,0,70,0,0,GLENBURY,null,null,null
Green,U,115,100,0,70,0,0,null,null,null,null
Green,U,116,100,0,70,0,0,null,null,null,null
Green,V,117,50,0,60,0,0,null,null,null,null
Green,V,118,50,0,60,0,0,null,null,null,null
Green,V,119,40,0,60,0,0,null,null,null,null
Green,V,120,50,0,60,0,0,null,null,null,null
Green,V,121,50,0,60,0,0,null,null,null,null
Green,W,122,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,123,50,0,70,0,0,OVERBROOK,null,UNDERGROUND,null
Green,W,124,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,125,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,126,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,127,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,128,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,129,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,130,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,131,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,132,50,0,70,0,0,INGLEWOOD,null,UNDERGROUND,null
Green,W,133,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,134,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,135,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,136,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,137,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,138,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,139,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,140,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,141,50,0,70,0,0,CENTRAL,null,UNDERGROUND,null
Green,W,142,50,0,70,0,0,null,null,UNDERGROUND,null
Green,W,143,50,0,70,0,0,null,null,UNDERGROUND,null
Green,X,144,50,0,70,0,0,null,null,null,null
Green,X,145,50,0,70,0,0,null,null,null,null
Green,X,146,50,0,70,0,0,null,null,null,null
Green,Y,147,50,0,70,0,0,null,null,null,null
Green,Y,148,40,0,70,0,0,null,null,null,null
Green,Y,149,40,0,70,0,0,null,null,null,null
Green,Z,150,35,0,70,0,0,null,null,null,null
